"title";"description";"skillType";"uri"
"operate masonry power saw";"Use a masonry power saw to cut bricks to the right size and shape. Operate a table saw or hand-held saw.";"skill";"http://data.europa.eu/esco/skill/313ca66d-01e6-49af-aa8c-cf8f27c00814"
"edit recorded sound";"Edit audio footage using a variety of sofware, tools, and techniques such as crossfading, speed effects, and removing unwanted noises.";"skill";"http://data.europa.eu/esco/skill/c2218533-3e2a-4f50-b4fd-afde71dcf442"
"tend injection moulding machine";"Operate and monitor a machine that contains a reciprocating screw that forces the raw material forwards while inducing melting, and injects the molten plastic into a mould.";"skill";"http://data.europa.eu/esco/skill/861f3a02-8c0d-45fa-8827-04995649afc5"
"operate pumps";"Operate industrial pumps used to remove excess liquid.";"skill";"http://data.europa.eu/esco/skill/1864d4a3-eb9c-44f2-84f3-77137db21aeb"
"hold group music therapy sessions";"Hold music therapy sessions in groups to encourage patients to explore sound and music, taking an active role in sessions by playing, singing, improvising and listening.";"skill";"http://data.europa.eu/esco/skill/7f8f7406-f613-4247-90d4-e7d4c83df917"
"ensure parts packaging";"Implement and monitor the packaging process; ensure that parts are processed and packed in compliance with production requirements.";"skill";"http://data.europa.eu/esco/skill/b6c38b1e-52e5-4aa1-9d75-e1ddb6d823dd"
"classical languages";"All dead languages, no longer actively used, originating from various periods in history, such as Latin from Antiquity, Middle English from the Middle Ages, Classical Maya from the Pre-colonial Americas, and Renaissance Italian from the Early Modern Period.";"knowledge";"http://data.europa.eu/esco/skill/1d0de98f-c5a6-4607-aea9-d432794f144b"
"perform machine maintenance";"Perform regular maintenance, possibly including corrections and alterations, on a machine or machine tool to ensure it remains in a proper productive state.";"skill";"http://data.europa.eu/esco/skill/8a4e99e0-f259-4931-888f-604cfdc15b31"
"learning technologies";"The technologies and channels, including digital, to enhance learning.";"knowledge";"http://data.europa.eu/esco/skill/7fc4c18a-68f3-425a-aadf-f83633be47a1"
"nurse trees";"Plant, fertilise and trim trees, shrubs and hedges. Examine trees to assess their condition and determine treatment. Work to eradicate insects, fungus and diseases which are harmful to trees, assist with prescribed burning, and work on preventing erosion.";"skill";"http://data.europa.eu/esco/skill/eadf0f36-cba0-4e68-8458-c91bc60b494d"
"design package";"Develop and design the form and structure of a product's package.";"skill";"http://data.europa.eu/esco/skill/0b16ebec-1fd8-41c8-a1b9-bbe91a1cc1b8"
"nonwoven machine technology";"Manufacturing of nonwoven fabrics according to specification. Development, manufacture, properties and evaluation of nonwoven fabrics.";"knowledge";"http://data.europa.eu/esco/skill/4821dd3e-d9ec-43e7-8f22-a70ac5a6dcd8"
"phonetics";"The physical properties of speech sounds such as how their are produced, their acoustic properties and neurophysiological status.";"knowledge";"http://data.europa.eu/esco/skill/dc892a23-091b-486e-85b9-fe2989414796"
"training  subject expertise";"The topic, content and methods of the training, acquired by doing research and following training courses.";"knowledge";"http://data.europa.eu/esco/skill/4f6e68b2-85c8-446e-a96d-b306ec7e0091"
"watch food product trends";"Examine findings and behaviours as to understand trends, features, or qualitative wishes of customers. Use that information for product development, for product improvement, and for packaging requirements.";"skill";"http://data.europa.eu/esco/skill/97bba453-d31b-4ba3-8dca-51c5991c9e79"
"forest conservation";"Understand forest conservation: the practice of planting and maintaining forested areas.";"knowledge";"http://data.europa.eu/esco/skill/705f5906-9b08-4562-9544-46f6ab944a7e"
"manufacturing of light metal packaging";"The manufacture of tins and cans for food products, collapsible tubes and boxes, and of metallic closures.";"knowledge";"http://data.europa.eu/esco/skill/c9327d3a-4245-47a9-bbbd-e39720cabb63"
"assess hazards implied in tree operations";"Evaluate risks and hazards, perform efficient actions in order to minimize risks and to restore the trees to their orginal state or to replant new ones.";"skill";"http://data.europa.eu/esco/skill/55116536-a3e0-4c32-818d-cc567fd3023e"
"peer group methods";"The techniques relevant for peer group education, where each member is encouraged to express or exchnage a particular type of behaviour or piece of information.";"knowledge";"http://data.europa.eu/esco/skill/5b69bfea-5138-409d-b614-9c20d10679c0"
"assess project resource needs";"Test ideas and purposes of the program against available financial and human resources to work out if the idea is realistic. Take an active role in creating the work situations you step into. Ensure that your available skills match with the needs of the end user/participant. The design of the programme must clearly define the role you will provide and the support you expect in return from stakeholders.";"skill";"http://data.europa.eu/esco/skill/b2235ce8-d0f0-4954-9b60-e2c1aeeadab5"
"mechanical engineering";"Discipline that applies principles of physics, engineering and materials science to design, analyse, manufacture and maintain mechanical systems.";"knowledge";"http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9"
"agricultural chemicals";"The production and characteristics of agricultural chemicals such as fertilizers, herbicides, pesticides or insecticides.";"knowledge";"http://data.europa.eu/esco/skill/7e9b4242-2be7-4b9e-8ca0-46d5cedd3cb9"
"thermoplastic materials";"Types of materials of which the physical state changes when exposed to heat, as well as the specific manner in which the materials react to heat exposure.";"knowledge";"http://data.europa.eu/esco/skill/fabd4be5-c648-40f7-9706-f2d99f065119"
"sports nutrition";"Nutritional information such as vitamins and energy pills related to a specific sporting activity.";"knowledge";"http://data.europa.eu/esco/skill/57437c77-18a4-45f2-aedd-5e146fc56681"
"planning principles for music therapy interventions";"The international classification systems (ICD, DSM), clinical-psychological diagnostics and psychodynamics for the planning of music therapy interventions.";"knowledge";"http://data.europa.eu/esco/skill/8baf47f3-322d-4270-b9ee-6ae76642dff7"
"manufacturing of fur products";"The process required to produce fur products, from choosing pelts, the techniques depending on the pelt, the chemicals for preservation and treatment, and the handling during the manufacturing process.";"knowledge";"http://data.europa.eu/esco/skill/901360e7-81ff-408c-8f0a-cc18c2cef1dd"
"gemstone grading systems";"Systems used by different institutes to analyse and grade gemstones e.g. Gemological Institute of America, Hoge Raad voor Diamant and European Gemological Laboratory.";"knowledge";"http://data.europa.eu/esco/skill/b5936963-0d12-4aa1-ae85-ad2686750427"
"language teaching methods";"The techniques used to teach students a foreign language, such as audio-lingual, communicative language teaching (CLT), and immersion.";"knowledge";"http://data.europa.eu/esco/skill/89a1fa04-5a83-4c56-9b25-48ef48cdbc69"
"operate hoists";"Operate hoists in order to lift or lower loads.";"skill";"http://data.europa.eu/esco/skill/adf17445-91e2-4f3d-bff1-a97b18b42752"
"place concrete forms";"Set up forms out of wood, plywood, various plastics, or other suitable materials to form concrete into supportive columns or walls. Place sheathing delineating the shape of the planned structure and use supportive constructions, usually incorporating wales, cleats and stakes, to keep the sheathing firmly in place as the concrete cures.";"skill";"http://data.europa.eu/esco/skill/aa95f606-13ec-4242-a6bc-635a1aaa841c"
"analyse packaging requirements";"Analyses packaging requirement against the design of the production plan. Perform the analysis considering engineering, economic, ergonomic, and other perspectives.";"skill";"http://data.europa.eu/esco/skill/486e0580-470f-42a2-bd6d-ec940c239a9b"
"operate pumping systems";"Operate pumps and piping systems, including control systems. Perform routine pumping operations. Operate the bilge, ballast and cargo pumping systems. Be familiar with oily-water separators (or-similar equipment).";"skill";"http://data.europa.eu/esco/skill/b7dce8db-f634-4a19-9ecd-83ed9a0ed15b"
"use packaging equipment";"Use fastening and packaging tools such as plastic strapping, applicators and adhesives, marking and labelling equipment, and tape.";"skill";"http://data.europa.eu/esco/skill/27536739-c38b-45d2-9e96-1573b1d32fdd"
"swimming pool chemicals";"Types of disinfectants and sanitizers which control the growth of certain bacteria in the pool water.";"knowledge";"http://data.europa.eu/esco/skill/d6380f06-1802-4ab0-b076-21894b35f84b"
"music therapy processes";"The development stage of a music therapy process which includes receiving patients referred to from healthcare professionals, educational professionals, completing an assessment through the study of medical or education records, interviewing the patient and observing the patient`s responses to music therapy techniques.";"knowledge";"http://data.europa.eu/esco/skill/c0774269-9660-418c-bf0a-bc0ee10baa83"
"manufacture prepared meals";"Apply processes and procedures and use technologies to manufacture prepared meals and dishes such as pasta based, meat based, and specialties.";"skill";"http://data.europa.eu/esco/skill/ad6df7dc-b78a-413f-a10d-da929d7a9225"
"hazardous waste storage";"The regulations and procedures surrounding the safekeeping of materials and substances which pose health and safety risks.";"knowledge";"http://data.europa.eu/esco/skill/ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b"
"concepts of telecommunications";"The telecommunication principles, theories, models, equipment and processes such as transfer rate, bandwidth, signal-to-noise ratio, bit error ratio and C/N ratio, as well as the effect of the qualities of the transmission path on the operation and quality of telecommunications.";"knowledge";"http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473"
"offset printing";"Technological printing process where the ink is spread onto a plate with etched images, then to a rubber blanket, and finally onto the target medium, usually paper. This method is used for mass printing on large scales.";"knowledge";"http://data.europa.eu/esco/skill/ea3f280c-ec1c-41dd-910a-1ae3c3d0eeb6"
